scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME140713_15	3219	66920	32	30
GUT_GENOME140713_11	4485	27713	1	0
GUT_GENOME147598_1	4006527	5306618	2271	2236
GUT_GENOME141586_1	2423972	2817790	8812	8345
GUT_GENOME140713_3	92180	771693	749	737
GUT_GENOME140713_2	7805	123450	99	84
GUT_GENOME140713_4	29191	548278	171	157
GUT_GENOME140713_8	10026	284549	25	24
GUT_GENOME140713_7	2678	65288	9	9
GUT_GENOME140713_10	10091	157943	27	25
GUT_GENOME147598_3	3089	50051	7	7
GUT_GENOME140713_9	3278	38454	2	1
GUT_GENOME140713_17	207	1612	0	0
GUT_GENOME147598_4	2242	113639	0	0
GUT_GENOME140713_18	2030	66672	2	2
GUT_GENOME140713_6	32303	70999	161	157
GUT_GENOME140713_5	56962	404527	247	223
GUT_GENOME141586_2	33943	201446	126	81
GUT_GENOME140713_1	5497	95217	16	16
GUT_GENOME140713_19	5449	99763	11	8
GUT_GENOME147598_2	0	13841	0	0
GUT_GENOME141586_3	3038	88119	11	8
GUT_GENOME140713_22	411	573	0	0
GUT_GENOME140713_20	2990	78202	13	11
GUT_GENOME140713_21	253	509	1	1
GUT_GENOME140713_12	584	3631	0	0
GUT_GENOME140713_13	4764	76031	5	0
GUT_GENOME141586_4	8525	26801	16	9
