scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME145698_35	412	4589	0	0
GUT_GENOME145698_21	4976	86410	3	3
GUT_GENOME145698_28	5790	26330	1	1
GUT_GENOME145698_23	4350	69565	0	0
GUT_GENOME145698_12	7367	143609	0	0
GUT_GENOME145698_40	1415	1711	0	0
GUT_GENOME143723_16	5832	5833	3	1
GUT_GENOME143723_13	1747	2290	6	3
GUT_GENOME147598_4	38333	113639	37	33
GUT_GENOME143723_2	39398	50061	22	18
GUT_GENOME145698_6	20988	370053	22	20
GUT_GENOME145698_1	46484	700852	125	125
GUT_GENOME143723_50	28782	4655095	14	10
GUT_GENOME147598_1	5079541	5306618	900	731
GUT_GENOME145698_32	3181	10782	0	0
GUT_GENOME145698_15	3223	108467	0	0
GUT_GENOME143723_1	5063	5075	3	1
GUT_GENOME145698_34	167	5110	0	0
GUT_GENOME145698_5	12168	376071	8	5
GUT_GENOME143723_7	21405	28974	10	7
GUT_GENOME145698_13	6971	125221	0	0
GUT_GENOME145698_27	1201	34353	0	0
GUT_GENOME145698_7	6851	343276	0	0
GUT_GENOME145698_24	4991	53504	23	23
GUT_GENOME147598_3	4482	50051	5	1
GUT_GENOME145698_9	6107	220257	1	1
GUT_GENOME145698_17	6483	99886	0	0
GUT_GENOME145698_18	5460	98293	1	1
GUT_GENOME145698_11	7773	162676	7	7
GUT_GENOME145698_8	13122	251837	2	2
GUT_GENOME145698_3	23877	522489	1	1
GUT_GENOME145698_14	4186	122839	0	0
GUT_GENOME145698_26	2475	34538	0	0
GUT_GENOME145698_38	282	2666	0	0
GUT_GENOME145698_16	6534	104299	0	0
GUT_GENOME145698_19	4966	88959	0	0
GUT_GENOME145698_25	1331	40098	1	1
GUT_GENOME145698_33	589	10674	1	1
GUT_GENOME143723_45	0	601	0	0
GUT_GENOME143723_12	2557	2892	4	4
GUT_GENOME145698_20	5067	87604	0	0
GUT_GENOME145698_37	2285	2783	0	0
GUT_GENOME143723_14	0	1567	0	0
GUT_GENOME145698_30	228	19177	0	0
GUT_GENOME145698_43	351	1025	0	0
GUT_GENOME145698_4	10391	382426	3	3
GUT_GENOME143723_30	151	274	0	0
GUT_GENOME143723_6	6198	8259	7	6
GUT_GENOME147598_2	1300	13841	2	1
GUT_GENOME145698_31	1232	12927	2	2
GUT_GENOME143723_42	206	461	1	0
GUT_GENOME143723_37	155	356	0	0
GUT_GENOME145698_10	4570	165533	0	0
GUT_GENOME145698_2	91178	621100	300	298
