scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME143232_68	718	829	2	1
GUT_GENOME143232_31	57000	57238	2	0
GUT_GENOME143232_16	106345	184505	35	16
GUT_GENOME143232_3	356808	381040	97	68
GUT_GENOME001255_6	32208	486869	139	120
GUT_GENOME001255_8	7353	383388	16	16
GUT_GENOME001255_13	3543	158267	0	0
GUT_GENOME143232_95	303	323	0	0
GUT_GENOME001255_2	92823	788589	206	140
GUT_GENOME143232_27	32129	66570	39	28
GUT_GENOME143232_70	731	731	3	1
GUT_GENOME001255_7	21477	432362	77	76
GUT_GENOME143232_58	1612	1617	1	0
GUT_GENOME143232_121	245	245	1	1
GUT_GENOME143232_98	310	313	1	0
GUT_GENOME143232_6	331877	352314	62	49
GUT_GENOME143232_51	2787	2800	2	1
GUT_GENOME143232_5	354647	358448	42	27
GUT_GENOME001255_5	41783	618669	80	79
GUT_GENOME001255_12	3150	189737	0	0
GUT_GENOME143232_2	473890	513320	108	82
GUT_GENOME143232_52	2523	2546	7	6
GUT_GENOME143232_14	192396	200138	30	24
GUT_GENOME143232_30	49738	57920	13	9
GUT_GENOME143232_18	166139	181817	31	22
GUT_GENOME001255_9	45669	327318	325	21
GUT_GENOME001255_11	5932	206307	22	22
GUT_GENOME143232_103	281	281	3	0
GUT_GENOME001255_1	17558	824935	97	97
GUT_GENOME143232_21	136230	154259	24	12
GUT_GENOME143232_13	148316	203080	10	9
GUT_GENOME001255_10	595	278505	5	5
GUT_GENOME143232_50	2815	2850	0	0
GUT_GENOME143232_105	257	257	2	0
GUT_GENOME143232_28	41271	64650	31	20
GUT_GENOME143232_42	15283	15524	20	7
GUT_GENOME143232_44	8623	8624	2	0
GUT_GENOME143232_76	567	571	1	1
GUT_GENOME143232_33	35347	46817	20	5
GUT_GENOME001255_14	7840	145501	15	13
GUT_GENOME143232_78	533	533	2	1
GUT_GENOME143232_104	268	268	2	0
GUT_GENOME143232_46	4080	4082	0	0
GUT_GENOME143232_74	575	578	0	0
GUT_GENOME143232_73	578	587	3	0
GUT_GENOME143232_10	217682	268946	56	33
GUT_GENOME143232_7	264207	329387	137	117
GUT_GENOME143232_24	93516	94080	19	6
GUT_GENOME143232_26	66818	85641	22	9
GUT_GENOME143232_91	322	337	0	0
GUT_GENOME143232_71	694	694	3	0
GUT_GENOME143232_36	35863	36012	8	7
GUT_GENOME143232_17	155750	184146	34	28
GUT_GENOME143232_90	355	355	4	0
GUT_GENOME143232_119	156	245	0	0
GUT_GENOME143232_69	261	829	0	0
GUT_GENOME143232_37	29045	31579	13	7
GUT_GENOME143232_38	27470	27574	7	3
GUT_GENOME143232_75	556	577	0	0
GUT_GENOME143232_66	843	847	2	0
GUT_GENOME143232_39	19788	20510	19	11
GUT_GENOME143232_122	242	245	3	0
GUT_GENOME143232_64	276	1069	0	0
GUT_GENOME143232_60	1237	1237	2	0
GUT_GENOME143232_89	370	370	1	0
GUT_GENOME001255_22	3600	5188	5	5
GUT_GENOME143232_83	458	458	3	0
GUT_GENOME143232_25	50627	86996	18	4
GUT_GENOME143232_43	11974	11978	0	0
GUT_GENOME143232_47	3878	3881	2	1
GUT_GENOME143232_29	59011	59474	5	3
GUT_GENOME143232_41	15284	15580	6	4
GUT_GENOME143232_84	166	444	0	0
GUT_GENOME143232_57	1742	1742	1	0
GUT_GENOME143232_82	466	466	0	0
GUT_GENOME143232_34	40737	46783	37	27
GUT_GENOME143232_115	236	245	0	0
GUT_GENOME143232_106	254	254	3	0
GUT_GENOME143232_9	209126	283379	109	25
GUT_GENOME001255_15	69008	74843	5	5
GUT_GENOME143232_35	14633	41326	20	17
GUT_GENOME143232_65	875	990	0	0
GUT_GENOME143232_67	677	833	0	0
GUT_GENOME143232_72	629	638	0	0
GUT_GENOME143232_107	254	254	1	0
GUT_GENOME143232_88	371	373	1	0
GUT_GENOME001255_4	33833	679050	62	61
GUT_GENOME143232_55	2020	2024	10	0
GUT_GENOME001255_3	27462	740893	75	75
GUT_GENOME143232_54	2379	2382	2	0
GUT_GENOME143232_48	3567	3567	0	0
GUT_GENOME143232_40	20095	20208	9	4
GUT_GENOME143232_87	387	387	4	0
GUT_GENOME143232_81	317	466	1	0
GUT_GENOME143232_86	293	393	2	0
GUT_GENOME143232_120	208	245	0	0
GUT_GENOME143232_114	229	245	0	0
GUT_GENOME143232_85	390	406	0	0
GUT_GENOME143232_20	141042	154327	28	20
