scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME141586_3	2684	88119	10	10
GUT_GENOME115272_5	54952	195239	355	345
GUT_GENOME115272_4	73374	313939	365	360
GUT_GENOME141586_1	2386648	2817790	8494	8246
GUT_GENOME113322_23	1061	44224	6	6
GUT_GENOME096485_26	489	573	0	0
GUT_GENOME096485_27	188	562	1	1
GUT_GENOME225144_551	1048	1215	0	0
GUT_GENOME225144_1328	880	2208	16	16
GUT_GENOME225144_948	738	1378	1	1
GUT_GENOME225144_837	1361	2122	3	3
GUT_GENOME113322_2	29303	257254	320	313
GUT_GENOME000655_29	844	4259	11	11
GUT_GENOME225144_1233	1160	1294	3	3
GUT_GENOME225144_1242	1459	1550	1	1
GUT_GENOME225144_728	2071	2141	7	5
GUT_GENOME113322_28	1687	39229	24	24
GUT_GENOME000655_22	2484	31149	15	13
GUT_GENOME096485_15	327	1788	0	0
GUT_GENOME096485_19	1417	1617	0	0
GUT_GENOME115272_17	7993	54936	49	49
GUT_GENOME225144_1325	2612	2840	3	3
GUT_GENOME225144_806	2538	2596	9	8
GUT_GENOME113322_35	393	19365	5	5
GUT_GENOME115272_13	33129	72250	167	159
GUT_GENOME000655_11	58631	203470	202	187
GUT_GENOME000655_8	35007	267670	194	188
GUT_GENOME096485_22	771	1365	7	1
GUT_GENOME225144_822	3524	3545	6	6
GUT_GENOME113322_33	4049	22781	32	32
GUT_GENOME225144_256	2719	2850	1	0
GUT_GENOME115272_14	11192	66658	52	52
GUT_GENOME225144_933	855	1296	4	4
GUT_GENOME000655_17	8905	118732	39	37
GUT_GENOME225144_1163	680	1509	2	2
GUT_GENOME113322_6	11944	91107	118	118
GUT_GENOME000655_5	66643	303016	270	248
GUT_GENOME096485_11	122777	125561	161	160
GUT_GENOME225144_240	1718	2089	3	3
GUT_GENOME096485_23	571	919	1	1
GUT_GENOME096485_18	1395	1642	0	0
GUT_GENOME115272_18	9337	35835	54	54
GUT_GENOME115272_11	22826	85582	96	94
GUT_GENOME225144_1231	668	1018	2	2
GUT_GENOME000655_14	32207	154514	144	136
GUT_GENOME113322_36	6165	18619	27	27
GUT_GENOME225144_1278	847	1132	7	7
GUT_GENOME113322_4	8529	103327	70	68
GUT_GENOME000655_6	39499	285921	196	192
GUT_GENOME225144_92	1288	1405	3	3
GUT_GENOME000655_24	227	20657	3	3
GUT_GENOME000655_13	19039	155482	86	80
GUT_GENOME000192_15	1101	12177	13	11
GUT_GENOME113322_12	7103	57854	69	68
GUT_GENOME113322_18	6285	51068	53	47
GUT_GENOME225144_639	1042	1090	2	2
GUT_GENOME225144_1092	808	1329	6	6
GUT_GENOME113322_17	1535	51677	19	19
GUT_GENOME000655_20	15167	69428	61	61
GUT_GENOME096485_16	1643	1773	1	0
GUT_GENOME113322_21	10317	47945	49	35
GUT_GENOME115272_16	17860	63625	111	109
GUT_GENOME000655_15	20448	149952	152	136
GUT_GENOME225144_998	1410	1419	8	1
GUT_GENOME096485_12	43016	44574	51	50
GUT_GENOME225144_878	334	2344	1	1
GUT_GENOME000655_38	311	333	3	0
GUT_GENOME000192_5	294605	385774	782	731
GUT_GENOME225144_165	565	1807	3	3
GUT_GENOME000655_25	4075	14646	27	17
GUT_GENOME113322_31	4069	32696	41	41
GUT_GENOME000192_16	4889	6942	21	20
GUT_GENOME096485_9	265035	275112	351	351
GUT_GENOME113322_9	22170	76345	147	145
GUT_GENOME096485_7	315625	322508	392	391
GUT_GENOME113322_34	2239	21050	41	41
GUT_GENOME225144_44	1113	1415	17	17
GUT_GENOME113322_37	2472	17629	19	19
GUT_GENOME225144_983	999	1072	3	3
GUT_GENOME225144_205	1362	1470	4	1
GUT_GENOME113322_10	8244	65167	95	94
GUT_GENOME000192_14	20365	25980	50	44
GUT_GENOME115272_12	24283	80061	169	168
GUT_GENOME000655_9	55390	251800	228	212
GUT_GENOME113322_27	1564	39917	12	12
GUT_GENOME225144_215	1074	1112	0	0
GUT_GENOME225144_975	1082	1544	10	10
GUT_GENOME000655_26	364	12966	1	1
GUT_GENOME225144_127	1032	1092	6	6
GUT_GENOME225144_584	254	1285	1	1
GUT_GENOME000655_23	1668	24600	21	19
GUT_GENOME225144_1280	821	1288	4	4
GUT_GENOME225144_399	692	1195	3	3
GUT_GENOME113322_39	1003	9206	9	9
GUT_GENOME225144_118	1162	3698	5	5
