scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME095979_39	2745	58798	11	5
GUT_GENOME239725_19	47049	77824	7	4
GUT_GENOME143232_29	59281	59474	7	4
GUT_GENOME095979_78	12376	84241	5	2
GUT_GENOME143232_65	880	990	1	0
GUT_GENOME095979_36	2232	24225	2	0
GUT_GENOME239725_62	2513	2513	3	0
GUT_GENOME143232_76	568	571	1	0
GUT_GENOME143232_67	703	833	0	0
GUT_GENOME143232_91	315	337	0	0
GUT_GENOME001120_10	506	255956	0	0
GUT_GENOME143232_114	230	245	0	0
GUT_GENOME143232_6	332161	352314	71	57
GUT_GENOME143232_7	264200	329387	116	96
GUT_GENOME143232_57	1741	1742	4	1
GUT_GENOME143232_20	141068	154327	27	17
GUT_GENOME143232_2	474316	513320	136	109
GUT_GENOME143232_43	11977	11978	4	1
GUT_GENOME143232_121	245	245	1	0
GUT_GENOME143232_87	387	387	2	0
GUT_GENOME143232_115	240	245	0	0
GUT_GENOME143232_72	638	638	0	0
GUT_GENOME143232_13	148340	203080	12	11
GUT_GENOME143232_60	1235	1237	3	0
GUT_GENOME143232_17	156107	184146	55	46
GUT_GENOME143232_106	254	254	0	0
GUT_GENOME143232_105	257	257	3	1
GUT_GENOME143232_88	373	373	2	0
GUT_GENOME143232_66	847	847	1	0
GUT_GENOME143232_24	93538	94080	29	17
GUT_GENOME095979_56	3106	78977	3	1
GUT_GENOME143232_46	4080	4082	2	1
GUT_GENOME143232_39	19788	20510	21	11
GUT_GENOME001120_11	6768	254355	77	24
GUT_GENOME001255_11	6286	206307	16	16
GUT_GENOME095979_2	3119	3590	0	0
GUT_GENOME143232_85	384	406	0	0
GUT_GENOME143232_10	218076	268946	51	32
GUT_GENOME143232_3	357111	381040	108	80
GUT_GENOME143232_42	15326	15524	9	4
GUT_GENOME143232_107	254	254	3	0
GUT_GENOME143232_95	280	323	0	0
GUT_GENOME143232_25	64993	86996	34	11
GUT_GENOME143232_18	166170	181817	49	31
GUT_GENOME095979_32	94441	101864	8	7
GUT_GENOME001255_7	22368	432362	54	51
GUT_GENOME143232_38	27470	27574	8	6
GUT_GENOME143232_14	192477	200138	49	43
GUT_GENOME143232_89	370	370	4	1
GUT_GENOME095979_72	442	4590	0	0
GUT_GENOME143232_44	8624	8624	4	1
GUT_GENOME095979_5	2601	144193	0	0
GUT_GENOME095979_16	4026	7671	6	2
GUT_GENOME001255_15	70148	74843	4	4
GUT_GENOME001255_22	3760	5188	7	7
GUT_GENOME001255_2	97981	788589	137	112
GUT_GENOME143232_84	213	444	0	0
GUT_GENOME095979_69	1436	6275	0	0
GUT_GENOME143232_16	106467	184505	39	27
GUT_GENOME095979_58	31872	55654	8	3
GUT_GENOME001255_4	35529	679050	77	73
GUT_GENOME143232_52	2400	2546	8	5
GUT_GENOME143232_35	14667	41326	10	5
GUT_GENOME143232_31	57006	57238	7	3
GUT_GENOME001255_1	18759	824935	63	63
GUT_GENOME143232_40	20108	20208	8	2
GUT_GENOME001255_14	8714	145501	14	12
GUT_GENOME143232_41	15315	15580	6	3
GUT_GENOME143232_26	71154	85641	37	25
GUT_GENOME143232_83	458	458	3	0
GUT_GENOME143232_98	313	313	0	0
GUT_GENOME001255_6	34392	486869	118	90
GUT_GENOME143232_33	35508	46817	28	8
GUT_GENOME143232_37	29084	31579	14	12
GUT_GENOME239725_1	15414	328548	2	1
