scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME225144_851	1220	1322	0	0
GUT_GENOME225144_44	279	1415	0	0
GUT_GENOME225144_889	297	1189	0	0
GUT_GENOME000231_36	2003	41432	14	14
GUT_GENOME225144_781	1083	1263	3	3
GUT_GENOME225144_322	1150	1438	1	1
GUT_GENOME225144_170	1306	1496	1	1
GUT_GENOME000231_41	3935	33829	13	13
GUT_GENOME225144_878	1623	2344	0	0
GUT_GENOME225144_118	0	3698	0	0
GUT_GENOME258044_1	326909	329668	1690	1670
GUT_GENOME225144_948	351	1378	4	3
GUT_GENOME096083_7	1344	1386	0	0
GUT_GENOME000231_32	1502	43909	3	3
GUT_GENOME225144_543	110	1128	1	1
GUT_GENOME096485_27	540	562	1	1
GUT_GENOME225144_1223	733	2427	6	6
GUT_GENOME000231_70	276	7948	2	2
GUT_GENOME000231_20	2447	73660	54	54
GUT_GENOME000231_26	8180	63048	67	66
GUT_GENOME096485_16	1750	1773	2	1
GUT_GENOME000231_7	20145	135208	90	86
GUT_GENOME258044_8	62217	62614	381	379
GUT_GENOME096485_19	1602	1617	0	0
GUT_GENOME225144_998	1373	1419	6	3
GUT_GENOME000231_28	8286	60427	31	31
GUT_GENOME000231_17	8959	79356	58	58
GUT_GENOME000192_14	11346	25980	56	56
GUT_GENOME000231_65	241	9088	0	0
GUT_GENOME000231_47	216	27582	0	0
GUT_GENOME000192_8	123745	231598	973	973
GUT_GENOME225144_205	1061	1470	2	2
GUT_GENOME000231_35	723	41989	4	4
GUT_GENOME000192_3	274356	533644	2158	2139
GUT_GENOME225144_9	153	1065	3	3
GUT_GENOME096083_1	802	807	2	1
GUT_GENOME225144_496	1034	2008	1	1
GUT_GENOME096485_14	4291	4323	2	2
GUT_GENOME225144_333	966	1594	0	0
GUT_GENOME000192_17	2041	4216	9	9
GUT_GENOME096485_26	560	573	0	0
GUT_GENOME096485_22	1227	1365	7	2
GUT_GENOME000231_12	4167	90324	34	34
GUT_GENOME000231_25	13215	67738	47	44
GUT_GENOME258044_15	19374	29283	130	126
GUT_GENOME225144_1152	137	1072	0	0
GUT_GENOME225144_424	81	1294	0	0
GUT_GENOME225144_203	2528	3072	0	0
GUT_GENOME225144_1231	0	1018	0	0
GUT_GENOME225144_120	3295	3331	1	1
GUT_GENOME225144_1054	2479	2769	1	1
GUT_GENOME225144_862	1263	1558	0	0
