scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME143232_121	228	245	0	0
GUT_GENOME143232_42	15019	15524	31	25
GUT_GENOME143232_52	2389	2546	13	12
GUT_GENOME143232_55	2022	2024	7	1
GUT_GENOME143232_72	620	638	0	0
GUT_GENOME143232_48	3527	3567	9	4
GUT_GENOME143232_71	692	694	2	0
GUT_GENOME143232_75	508	577	0	0
GUT_GENOME143232_27	29890	66570	96	94
GUT_GENOME143232_10	216082	268946	409	386
GUT_GENOME143232_51	2596	2800	4	4
GUT_GENOME143232_67	656	833	2	1
GUT_GENOME143232_20	139753	154327	275	272
GUT_GENOME096485_25	800	840	0	0
GUT_GENOME096485_15	1479	1788	0	0
GUT_GENOME096485_28	469	547	0	0
GUT_GENOME143232_24	93483	94080	174	160
GUT_GENOME143232_34	40154	46783	143	136
GUT_GENOME143232_29	58454	59474	84	84
GUT_GENOME143232_47	3879	3881	8	7
GUT_GENOME143232_66	833	847	2	0
GUT_GENOME143232_107	254	254	1	0
GUT_GENOME143232_90	354	355	0	0
GUT_GENOME143232_120	210	245	0	0
GUT_GENOME143232_36	35687	36012	62	62
GUT_GENOME143232_38	27457	27574	49	45
GUT_GENOME096485_4	617903	625355	5	5
GUT_GENOME143232_2	471613	513320	913	893
GUT_GENOME143232_21	135661	154259	216	213
GUT_GENOME143232_104	260	268	0	0
GUT_GENOME143232_103	272	281	2	0
GUT_GENOME096485_27	514	562	0	0
GUT_GENOME096485_9	274585	275112	1	1
GUT_GENOME143232_18	165957	181817	282	268
GUT_GENOME143232_28	40609	64650	98	85
GUT_GENOME143232_25	41087	86996	75	71
GUT_GENOME143232_86	268	393	2	2
GUT_GENOME143232_89	368	370	2	0
GUT_GENOME143232_41	15134	15580	25	20
GUT_GENOME143232_84	0	444	0	0
GUT_GENOME143232_74	571	578	0	0
GUT_GENOME096485_14	4268	4323	0	0
GUT_GENOME143232_26	62453	85641	111	98
GUT_GENOME143232_33	35419	46817	95	77
GUT_GENOME096485_18	1553	1642	0	0
GUT_GENOME143232_73	439	587	2	0
GUT_GENOME096485_21	1435	1485	0	0
GUT_GENOME143232_43	11926	11978	18	15
GUT_GENOME143232_98	308	313	2	0
GUT_GENOME143232_85	348	406	0	0
GUT_GENOME143232_3	355381	381040	709	667
GUT_GENOME143232_14	190514	200138	354	352
GUT_GENOME143232_30	49327	57920	86	83
GUT_GENOME143232_17	153035	184146	345	342
GUT_GENOME143232_82	461	466	0	0
GUT_GENOME143232_16	105739	184505	183	151
GUT_GENOME143232_81	335	466	1	0
GUT_GENOME096485_17	1599	1745	7	4
GUT_GENOME143232_91	286	337	0	0
GUT_GENOME096485_24	776	869	0	0
GUT_GENOME096485_13	30601	30638	3	1
GUT_GENOME143232_40	20065	20208	34	30
GUT_GENOME143232_44	8601	8624	13	13
GUT_GENOME143232_114	208	245	0	0
GUT_GENOME096485_26	541	573	0	0
GUT_GENOME096485_23	887	919	0	0
GUT_GENOME143232_95	221	323	0	0
GUT_GENOME143232_35	14386	41326	60	58
GUT_GENOME143232_39	19325	20510	61	52
GUT_GENOME143232_50	2748	2850	4	4
GUT_GENOME143232_83	456	458	3	0
GUT_GENOME143232_76	561	571	1	1
GUT_GENOME143232_54	2350	2382	2	2
GUT_GENOME096485_19	1575	1617	0	0
GUT_GENOME096485_20	1545	1565	0	0
GUT_GENOME143232_57	1731	1742	3	2
GUT_GENOME096485_16	1690	1773	0	0
GUT_GENOME143232_88	370	373	1	0
GUT_GENOME143232_13	147186	203080	232	232
GUT_GENOME143232_70	731	731	3	0
GUT_GENOME143232_64	277	1069	0	0
GUT_GENOME143232_106	252	254	2	0
GUT_GENOME143232_60	1233	1237	3	2
GUT_GENOME096485_8	284183	284209	1	1
GUT_GENOME143232_69	235	829	0	0
GUT_GENOME143232_78	354	533	0	0
GUT_GENOME096485_10	216699	217430	0	0
GUT_GENOME143232_46	4024	4082	7	7
GUT_GENOME143232_87	362	387	2	0
GUT_GENOME143232_68	703	829	1	0
GUT_GENOME143232_58	1556	1617	4	4
GUT_GENOME143232_31	56655	57238	78	78
GUT_GENOME096485_7	322013	322508	3	3
GUT_GENOME143232_11	192542	212982	283	276
GUT_GENOME143232_4	310200	376479	682	608
GUT_GENOME143232_6	329374	352314	574	560
GUT_GENOME143232_5	351759	358448	525	516
GUT_GENOME096485_11	125544	125561	1	1
GUT_GENOME143232_105	254	257	0	0
GUT_GENOME096485_22	1162	1365	7	0
GUT_GENOME143232_37	28982	31579	50	45
GUT_GENOME143232_7	260702	329387	738	728
GUT_GENOME143232_115	190	245	0	0
GUT_GENOME143232_65	862	990	6	0
GUT_GENOME096485_29	545	547	4	0
GUT_GENOME143232_122	196	245	0	0
GUT_GENOME143232_9	208354	283379	356	337
