scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME000231_12	4348	90324	30	30
GUT_GENOME000558_1	1190	500370	3	3
GUT_GENOME000231_27	2177	60805	16	15
GUT_GENOME000558_14	1228	1357	1	0
GUT_GENOME096083_9	1490	1491	1	1
GUT_GENOME103727_106	7485	7487	24	23
GUT_GENOME000231_48	2264	27283	26	26
GUT_GENOME140053_97	2865	3411	9	2
GUT_GENOME140053_62	5790	18694	21	21
GUT_GENOME000231_37	1503	40214	15	15
GUT_GENOME103727_132	1666	2394	2	2
GUT_GENOME140053_125	232	555	2	2
GUT_GENOME000231_53	637	22174	5	5
GUT_GENOME140713_3	110586	771693	480	445
GUT_GENOME000231_11	22659	96284	68	65
GUT_GENOME000231_5	16795	137739	67	61
GUT_GENOME103727_7	9807	113693	43	39
GUT_GENOME140713_10	12999	157943	40	34
GUT_GENOME140713_9	3450	38454	2	0
GUT_GENOME140713_2	11170	123450	73	63
GUT_GENOME103727_28	17358	75542	54	49
GUT_GENOME140053_44	4050	38026	22	19
GUT_GENOME103727_138	1624	1876	10	5
GUT_GENOME000231_51	759	24165	1	1
GUT_GENOME000231_58	602	13814	4	4
GUT_GENOME000231_10	3386	123469	14	14
GUT_GENOME000558_9	13419	67063	41	41
GUT_GENOME103727_54	307	854	5	5
GUT_GENOME140053_25	1582	63117	8	3
GUT_GENOME140053_6	243	121357	6	2
GUT_GENOME000231_4	10743	176550	77	77
GUT_GENOME000231_52	853	23983	9	9
GUT_GENOME000231_9	18723	124026	43	43
GUT_GENOME140713_5	66230	404527	249	211
GUT_GENOME000231_26	8409	63048	48	48
GUT_GENOME141586_4	10479	26801	30	15
GUT_GENOME140713_7	3440	65288	11	11
GUT_GENOME103727_5	568	126115	0	0
GUT_GENOME140713_22	454	573	1	1
GUT_GENOME000231_6	42464	135304	108	104
GUT_GENOME000231_15	10000	81097	25	25
GUT_GENOME000231_39	2787	39084	28	28
GUT_GENOME000231_33	2359	42426	24	24
GUT_GENOME000231_13	1418	87135	0	0
GUT_GENOME000231_22	6163	69364	29	29
GUT_GENOME140713_12	826	3631	2	0
GUT_GENOME000231_29	3850	57155	16	16
GUT_GENOME000558_13	1423	4791	0	0
GUT_GENOME000231_49	632	26348	2	2
GUT_GENOME103727_169	249	391	0	0
GUT_GENOME140053_84	1353	7110	1	0
GUT_GENOME000231_28	8165	60427	21	21
GUT_GENOME000231_45	358	28812	2	2
GUT_GENOME096083_7	1368	1386	0	0
GUT_GENOME140713_17	240	1612	1	0
GUT_GENOME000231_31	4972	48085	23	23
GUT_GENOME096083_1	805	807	1	1
GUT_GENOME103727_186	231	231	0	0
GUT_GENOME000231_104	754	1730	2	2
GUT_GENOME140713_11	5493	27713	3	3
GUT_GENOME140713_16	231	2735	0	0
GUT_GENOME103727_137	1344	1891	4	1
GUT_GENOME140053_90	510	4385	2	1
GUT_GENOME141586_2	37984	201446	130	63
GUT_GENOME000231_32	1334	43909	8	8
GUT_GENOME000231_38	16697	39428	33	33
GUT_GENOME000231_8	7724	129358	50	48
GUT_GENOME103727_96	244	11780	0	0
GUT_GENOME096083_2	545	846	2	1
GUT_GENOME140053_4	921	144322	0	0
GUT_GENOME000231_42	17497	30412	49	48
GUT_GENOME103727_53	357	361	2	2
GUT_GENOME000231_64	1136	10112	24	24
GUT_GENOME141586_3	3442	88119	6	5
GUT_GENOME140053_104	1174	1950	2	2
GUT_GENOME000231_20	2559	73660	41	41
GUT_GENOME000231_19	3171	76724	35	35
GUT_GENOME140053_61	1261	19710	6	6
GUT_GENOME000231_54	428	20626	1	1
GUT_GENOME000231_89	772	2966	3	3
GUT_GENOME000231_40	1840	35829	6	6
GUT_GENOME103727_188	226	226	4	0
GUT_GENOME140053_63	202	18646	2	2
GUT_GENOME000231_36	1805	41432	4	4
GUT_GENOME000231_43	512	29833	3	3
GUT_GENOME000231_16	1566	80601	10	10
GUT_GENOME000231_44	2043	29508	2	2
GUT_GENOME140053_18	1630	85214	5	5
GUT_GENOME103727_19	264	1513	0	0
GUT_GENOME140713_1	7750	95217	38	32
GUT_GENOME000231_21	4743	70912	3	3
GUT_GENOME000231_34	15052	42243	45	43
GUT_GENOME000231_41	4224	33829	11	11
GUT_GENOME000231_75	1917	5964	10	9
GUT_GENOME103727_170	366	366	3	1
GUT_GENOME096083_11	5138	5145	3	0
GUT_GENOME000231_56	1676	16950	18	18
GUT_GENOME000231_14	2709	85086	15	15
GUT_GENOME140713_15	4175	66920	23	15
GUT_GENOME000231_24	11067	68086	29	29
GUT_GENOME000231_1	10575	311009	83	83
GUT_GENOME140713_21	293	509	1	1
GUT_GENOME000231_65	243	9088	0	0
GUT_GENOME000231_25	13382	67738	30	27
GUT_GENOME103727_157	820	829	10	5
GUT_GENOME103727_147	681	1505	0	0
GUT_GENOME140713_20	4135	78202	13	8
GUT_GENOME140713_13	6700	76031	22	5
GUT_GENOME000231_50	960	25303	13	13
GUT_GENOME140053_1	323	208862	1	1
GUT_GENOME140713_19	7118	99763	16	12
GUT_GENOME140053_28	7543	57008	41	41
GUT_GENOME000231_17	9134	79356	45	45
GUT_GENOME140713_18	3236	66672	13	6
GUT_GENOME140713_6	33897	70999	107	99
GUT_GENOME140053_49	12629	31872	51	50
GUT_GENOME000231_30	16732	48317	54	53
GUT_GENOME000231_77	3410	4938	11	9
GUT_GENOME000231_105	193	1691	4	3
GUT_GENOME000231_70	269	7948	5	5
GUT_GENOME103727_158	761	792	1	0
GUT_GENOME000231_35	585	41989	2	2
GUT_GENOME140713_4	40171	548278	153	130
GUT_GENOME000231_7	20314	135208	70	65
GUT_GENOME140713_8	14497	284549	37	34
GUT_GENOME000231_2	16640	293390	140	140
GUT_GENOME000231_47	620	27582	2	2
GUT_GENOME000231_3	22895	228018	64	60
GUT_GENOME000558_2	10124	499065	39	35
GUT_GENOME096083_3	1256	1286	0	0
GUT_GENOME000231_63	682	10239	1	1
GUT_GENOME141586_1	2445755	2817790	8416	7867
