scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME225144_983	963	1072	1	1
GUT_GENOME225144_67	2000	2183	4	4
GUT_GENOME225144_118	1159	3698	8	5
GUT_GENOME167947_90	7765	7966	29	27
GUT_GENOME225144_818	1074	1541	16	16
GUT_GENOME167947_108	5021	5141	27	23
GUT_GENOME167947_24	41697	41744	118	113
GUT_GENOME225144_1204	1160	1184	7	7
GUT_GENOME167947_85	9094	9705	32	28
GUT_GENOME225144_103	726	1072	2	2
GUT_GENOME000655_13	18567	155482	131	124
GUT_GENOME167947_16	57633	60583	193	180
GUT_GENOME167947_31	27173	27419	106	99
GUT_GENOME167947_12	58428	76797	219	208
GUT_GENOME167947_47	19972	20157	66	58
GUT_GENOME225144_165	558	1807	4	4
GUT_GENOME225144_92	1275	1405	2	2
GUT_GENOME167947_25	37176	37297	112	102
GUT_GENOME225144_584	211	1285	3	3
GUT_GENOME225144_205	1360	1470	5	3
GUT_GENOME167947_22	49875	50062	164	151
GUT_GENOME167947_92	7661	7765	25	22
GUT_GENOME167947_56	16999	17860	67	56
GUT_GENOME167947_61	15307	15493	44	38
GUT_GENOME167947_65	11733	13149	62	38
GUT_GENOME225144_1043	1233	1524	5	5
GUT_GENOME167947_10	73156	83740	279	250
GUT_GENOME167947_113	2786	2826	10	9
GUT_GENOME000655_22	2982	31149	39	39
GUT_GENOME225144_448	871	3547	10	10
GUT_GENOME115272_11	17553	85582	182	180
GUT_GENOME000655_23	1672	24600	10	10
GUT_GENOME115272_16	13111	63625	179	179
GUT_GENOME225144_1119	977	1109	3	3
GUT_GENOME167947_32	26142	26606	86	79
GUT_GENOME167947_105	5693	5877	14	12
GUT_GENOME167947_58	17434	17505	57	51
GUT_GENOME225144_1223	2355	2427	18	13
GUT_GENOME167947_41	23166	23392	65	60
GUT_GENOME167947_17	59505	59766	173	166
GUT_GENOME167947_23	48153	50051	162	132
GUT_GENOME167947_20	52562	54304	204	180
GUT_GENOME000655_9	55835	251800	217	204
GUT_GENOME000655_15	21180	149952	170	150
GUT_GENOME167947_11	71020	77012	233	211
GUT_GENOME225144_1214	967	1081	8	8
GUT_GENOME000192_19	396	426	0	0
GUT_GENOME225144_266	1061	1189	4	4
GUT_GENOME167947_80	10273	10367	27	27
GUT_GENOME167947_106	4260	5539	25	21
GUT_GENOME225144_218	573	1660	6	6
GUT_GENOME225144_1278	892	1132	4	4
GUT_GENOME167947_35	24759	25570	89	74
GUT_GENOME225144_948	971	1378	6	4
GUT_GENOME225144_551	1119	1215	1	1
GUT_GENOME115272_14	8427	66658	65	65
GUT_GENOME225144_732	79	1434	0	0
GUT_GENOME167947_34	25855	26440	89	73
GUT_GENOME167947_46	20064	20815	75	67
GUT_GENOME167947_37	21839	25340	59	51
GUT_GENOME167947_62	9423	14274	34	30
GUT_GENOME225144_240	1607	2089	6	6
GUT_GENOME225144_62	819	1298	3	3
GUT_GENOME225144_901	917	2222	4	4
GUT_GENOME167947_110	4147	4586	28	23
GUT_GENOME167947_82	10155	10208	34	34
GUT_GENOME225144_1192	2185	2601	2	2
GUT_GENOME167947_57	17419	17735	58	49
GUT_GENOME167947_48	19791	19956	64	59
GUT_GENOME225144_256	2726	2850	1	0
GUT_GENOME225144_728	2088	2141	9	7
GUT_GENOME225144_543	980	1128	1	1
GUT_GENOME167947_96	6493	7075	22	22
GUT_GENOME167947_93	7060	7533	21	18
GUT_GENOME115272_17	6633	54936	89	86
GUT_GENOME167947_55	16199	18421	60	57
GUT_GENOME167947_72	12218	12264	35	33
GUT_GENOME167947_5	121923	126298	392	350
GUT_GENOME225144_1183	1566	1606	4	4
