scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME000231_16	1205	80601	13	13
GUT_GENOME258044_11	43088	51158	483	480
GUT_GENOME258044_10	49948	58936	526	512
GUT_GENOME000231_11	23571	96284	115	110
GUT_GENOME000231_3	21539	228018	149	149
GUT_GENOME096206_11	42410	51051	82	79
GUT_GENOME258044_12	38442	46091	388	387
GUT_GENOME000231_2	16916	293390	162	159
GUT_GENOME000231_48	2203	27283	42	42
GUT_GENOME000231_1	10379	311009	103	103
GUT_GENOME000231_105	180	1691	1	1
GUT_GENOME258044_8	58914	62614	433	432
GUT_GENOME000231_70	288	7948	3	3
GUT_GENOME096206_3	401920	464010	668	629
GUT_GENOME000231_12	4100	90324	33	33
GUT_GENOME000231_37	1826	40214	24	24
GUT_GENOME000231_63	637	10239	1	1
GUT_GENOME258044_18	10268	24602	100	99
GUT_GENOME000231_35	734	41989	8	8
GUT_GENOME000231_42	17517	30412	103	101
GUT_GENOME000231_19	2733	76724	21	21
GUT_GENOME096083_11	5140	5145	1	0
GUT_GENOME000231_15	9785	81097	36	36
GUT_GENOME000231_25	13490	67738	66	66
GUT_GENOME258044_4	86661	138539	1029	1018
GUT_GENOME096206_2	397474	505769	374	350
GUT_GENOME000231_51	737	24165	0	0
GUT_GENOME096206_7	186399	226850	182	161
GUT_GENOME096206_5	272080	284554	215	198
GUT_GENOME258044_5	82596	129040	982	965
GUT_GENOME258044_7	90149	113133	927	917
GUT_GENOME096206_9	45046	85416	73	66
GUT_GENOME000231_13	1581	87135	4	4
GUT_GENOME000231_53	576	22174	3	3
GUT_GENOME096083_9	1479	1491	6	6
GUT_GENOME000231_58	572	13814	3	3
GUT_GENOME258044_9	52181	60208	411	409
GUT_GENOME258044_19	10672	22595	112	106
GUT_GENOME000231_89	766	2966	5	5
GUT_GENOME000231_38	16086	39428	67	67
GUT_GENOME000231_17	9148	79356	73	73
GUT_GENOME258044_23	4846	7058	70	70
GUT_GENOME000231_31	5354	48085	46	46
GUT_GENOME000231_77	3413	4938	25	25
GUT_GENOME096083_2	529	846	1	1
GUT_GENOME000231_32	1430	43909	5	5
GUT_GENOME000231_33	2288	42426	27	27
GUT_GENOME000231_52	915	23983	14	11
GUT_GENOME000231_8	7495	129358	95	94
GUT_GENOME000231_24	10968	68086	64	64
GUT_GENOME000231_75	1975	5964	13	13
GUT_GENOME258044_1	306722	329668	2090	2083
GUT_GENOME096083_7	1374	1386	5	0
GUT_GENOME000231_5	16830	137739	91	84
GUT_GENOME000231_45	274	28812	2	2
GUT_GENOME000231_30	16653	48317	100	96
GUT_GENOME096206_10	28024	59877	58	53
GUT_GENOME096206_6	239036	266760	182	165
GUT_GENOME258044_20	13829	15809	227	226
GUT_GENOME000231_34	15253	42243	71	70
GUT_GENOME000231_64	915	10112	23	23
GUT_GENOME000231_22	6278	69364	44	44
GUT_GENOME000231_10	3267	123469	17	17
GUT_GENOME258044_3	115981	144198	1070	1030
GUT_GENOME000231_49	418	26348	0	0
GUT_GENOME000231_44	1756	29508	12	12
GUT_GENOME258044_6	72391	118817	843	817
GUT_GENOME000231_47	588	27582	4	4
GUT_GENOME258044_14	28081	29854	227	227
GUT_GENOME096206_14	10111	14646	5	5
GUT_GENOME000231_104	848	1730	5	5
GUT_GENOME000231_43	439	29833	6	6
GUT_GENOME096083_1	802	807	4	3
GUT_GENOME258044_15	17422	29283	279	264
GUT_GENOME000231_21	4754	70912	12	12
GUT_GENOME096206_16	4322	6669	4	1
GUT_GENOME000231_27	2045	60805	30	29
GUT_GENOME000231_41	4015	33829	18	18
GUT_GENOME000231_20	2488	73660	57	57
GUT_GENOME000231_28	7417	60427	47	47
GUT_GENOME096083_3	1271	1286	4	4
GUT_GENOME000231_65	0	9088	0	0
GUT_GENOME096206_8	104039	140838	112	105
GUT_GENOME000231_9	18494	124026	83	83
GUT_GENOME000231_39	2496	39084	37	37
GUT_GENOME096206_13	9390	27972	4	4
GUT_GENOME258044_21	1786	11155	20	20
GUT_GENOME000231_50	730	25303	10	9
GUT_GENOME000231_36	1968	41432	11	11
GUT_GENOME000231_54	463	20626	16	16
GUT_GENOME258044_2	244085	272117	1971	1967
GUT_GENOME096206_4	397382	412740	532	500
GUT_GENOME000231_6	41662	135304	188	183
GUT_GENOME258044_16	24557	26180	255	254
GUT_GENOME000231_7	19761	135208	137	129
GUT_GENOME258044_13	32384	34948	302	302
GUT_GENOME258044_22	9434	10035	111	111
GUT_GENOME258044_17	14167	25612	139	136
GUT_GENOME000231_56	1689	16950	35	33
GUT_GENOME000231_26	7916	63048	84	83
GUT_GENOME000231_4	9919	176550	99	97
GUT_GENOME000231_14	2746	85086	32	32
GUT_GENOME000231_40	1677	35829	6	6
GUT_GENOME000231_29	3778	57155	26	26
GUT_GENOME096206_1	496691	609792	437	399
