scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME113322_28	2717	39229	32	32
GUT_GENOME167947_72	12226	12264	2	2
GUT_GENOME167947_48	19727	19956	7	6
GUT_GENOME167947_67	12658	13005	33	30
GUT_GENOME167947_36	25360	25503	12	11
GUT_GENOME167947_43	18939	22393	76	63
GUT_GENOME113322_26	11737	40975	87	83
GUT_GENOME167947_79	10671	10784	12	12
GUT_GENOME113322_19	23230	50179	130	129
GUT_GENOME167947_70	5371	12428	5	2
GUT_GENOME167947_35	24347	25570	40	32
GUT_GENOME115272_9	12090	98341	71	68
GUT_GENOME167947_57	17341	17735	4	1
GUT_GENOME115272_4	84540	313939	497	490
GUT_GENOME167947_26	36504	36549	14	7
GUT_GENOME167947_4	111947	127648	144	130
GUT_GENOME167947_85	8895	9705	15	12
GUT_GENOME167947_84	9580	9892	4	3
GUT_GENOME167947_60	15173	15715	8	1
GUT_GENOME115272_13	38052	72250	262	258
GUT_GENOME113322_13	4005	57013	40	40
GUT_GENOME115272_14	13146	66658	87	87
GUT_GENOME113322_7	13946	81081	127	126
GUT_GENOME167947_59	15672	15894	16	15
GUT_GENOME167947_52	18594	18853	18	10
GUT_GENOME167947_49	19608	19879	10	5
GUT_GENOME115272_17	8476	54936	44	42
GUT_GENOME167947_9	81767	93213	188	165
GUT_GENOME113322_11	16959	62986	139	139
GUT_GENOME113322_6	14682	91107	125	124
GUT_GENOME167947_58	17374	17505	1	1
GUT_GENOME167947_10	72262	83740	116	98
GUT_GENOME167947_64	13110	13246	1	1
GUT_GENOME167947_82	10111	10208	20	19
GUT_GENOME113322_42	274	4732	2	2
GUT_GENOME167947_87	8965	9098	18	12
GUT_GENOME167947_99	6220	6280	15	12
GUT_GENOME167947_114	2650	2730	4	4
GUT_GENOME167947_106	4105	5539	16	14
GUT_GENOME167947_2	93896	142769	183	164
GUT_GENOME113322_4	10622	103327	72	70
GUT_GENOME115272_16	22068	63625	156	148
GUT_GENOME167947_76	11153	11369	15	12
GUT_GENOME167947_29	28387	28423	22	17
GUT_GENOME167947_104	5987	6008	1	1
GUT_GENOME167947_97	6898	6994	8	8
GUT_GENOME167947_21	50336	50679	53	28
GUT_GENOME167947_86	9271	9315	11	8
GUT_GENOME113322_35	426	19365	5	5
GUT_GENOME113322_32	8346	27991	73	73
GUT_GENOME167947_38	24910	25033	15	12
GUT_GENOME167947_102	5569	6018	35	29
GUT_GENOME115272_15	15200	65410	126	122
GUT_GENOME113322_18	7373	51068	61	58
GUT_GENOME115272_1	176211	431465	1151	1058
GUT_GENOME167947_17	58926	59766	37	32
GUT_GENOME113322_12	9696	57854	63	62
GUT_GENOME115272_18	11732	35835	73	72
GUT_GENOME167947_110	4004	4586	22	15
GUT_GENOME167947_5	121269	126298	127	85
GUT_GENOME167947_23	48005	50051	71	37
GUT_GENOME167947_3	104952	128876	135	113
GUT_GENOME167947_11	70828	77012	137	103
GUT_GENOME113322_14	14441	55283	103	102
GUT_GENOME113322_21	10709	47945	78	62
GUT_GENOME115272_12	28226	80061	175	170
GUT_GENOME113322_36	6900	18619	36	36
GUT_GENOME167947_108	4943	5141	17	16
GUT_GENOME167947_77	11300	11364	18	8
GUT_GENOME167947_56	16814	17860	22	14
GUT_GENOME113322_17	2178	51677	25	25
GUT_GENOME167947_46	19729	20815	26	21
GUT_GENOME113322_8	14460	78945	110	107
GUT_GENOME167947_8	95344	97191	52	41
GUT_GENOME113322_30	8569	37712	56	56
GUT_GENOME167947_109	4676	4697	0	0
GUT_GENOME167947_69	12394	12619	12	5
GUT_GENOME167947_16	57182	60583	101	90
GUT_GENOME167947_28	31582	31666	18	12
GUT_GENOME113322_39	1424	9206	21	21
GUT_GENOME167947_88	8251	8560	8	6
GUT_GENOME167947_61	15299	15493	4	2
GUT_GENOME167947_33	26537	26584	2	1
GUT_GENOME115272_3	74757	321064	425	417
GUT_GENOME167947_53	17513	18777	20	17
GUT_GENOME167947_92	7655	7765	4	1
GUT_GENOME167947_19	46528	55828	59	44
GUT_GENOME113322_9	24839	76345	165	154
GUT_GENOME113322_29	6046	38986	47	46
GUT_GENOME113322_5	21770	92069	131	129
GUT_GENOME115272_7	19179	122753	130	128
GUT_GENOME113322_20	7567	49595	43	41
GUT_GENOME167947_113	2783	2826	1	1
GUT_GENOME167947_95	7224	7361	11	8
GUT_GENOME167947_112	2967	3132	14	9
GUT_GENOME167947_96	6462	7075	3	3
GUT_GENOME113322_16	3932	54309	22	20
GUT_GENOME167947_90	7688	7966	4	4
GUT_GENOME167947_63	12948	13865	41	22
GUT_GENOME167947_93	7034	7533	26	26
GUT_GENOME113322_23	1450	44224	6	6
GUT_GENOME167947_68	12612	12818	17	14
GUT_GENOME167947_47	19664	20157	66	49
GUT_GENOME167947_32	26010	26606	44	32
GUT_GENOME115272_10	35020	90593	178	171
GUT_GENOME167947_107	5410	5458	5	3
GUT_GENOME167947_20	52238	54304	56	36
GUT_GENOME167947_34	25710	26440	41	34
GUT_GENOME167947_80	10258	10367	9	9
GUT_GENOME167947_74	6919	12104	30	29
GUT_GENOME113322_10	9353	65167	80	77
GUT_GENOME167947_91	7817	7925	10	8
GUT_GENOME167947_83	9993	10118	8	7
GUT_GENOME167947_25	37149	37297	24	16
GUT_GENOME113322_38	578	16790	3	3
GUT_GENOME113322_37	2694	17629	19	19
GUT_GENOME113322_34	3443	21050	41	41
GUT_GENOME113322_33	5113	22781	44	44
GUT_GENOME113322_22	6414	44366	44	40
GUT_GENOME167947_65	11318	13149	29	20
GUT_GENOME167947_100	5724	6176	25	24
GUT_GENOME167947_94	6729	7430	1	0
GUT_GENOME147598_2	392	13841	0	0
GUT_GENOME115272_11	25457	85582	154	146
GUT_GENOME167947_37	21737	25340	27	26
GUT_GENOME167947_89	3715	8192	7	2
GUT_GENOME167947_105	5657	5877	2	2
GUT_GENOME167947_81	10241	10252	1	0
GUT_GENOME167947_15	48834	60744	52	38
GUT_GENOME167947_73	12101	12199	7	6
GUT_GENOME167947_44	21705	21863	19	12
GUT_GENOME113322_3	40004	185327	256	246
GUT_GENOME147598_4	22069	113639	76	75
GUT_GENOME115272_8	34329	108480	208	204
GUT_GENOME167947_18	39889	58436	83	57
GUT_GENOME113322_15	13236	55199	98	98
GUT_GENOME167947_31	27167	27419	34	26
