scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME211264_338	250	3416	0	0
GUT_GENOME000192_5	164816	385774	1385	1374
GUT_GENOME258044_8	62225	62614	330	328
GUT_GENOME258044_13	34267	34948	219	213
GUT_GENOME258044_12	42214	46091	257	239
GUT_GENOME258044_9	54750	60208	312	306
GUT_GENOME211264_445	982	2915	15	15
GUT_GENOME147598_2	1327	13841	3	2
GUT_GENOME211264_23	437	10240	0	0
GUT_GENOME211264_70	252	7261	0	0
GUT_GENOME211264_303	686	3660	0	0
GUT_GENOME211264_176	219	4864	0	0
GUT_GENOME145698_1	50889	700852	125	125
GUT_GENOME143723_6	6418	8259	10	8
GUT_GENOME211264_339	272	3407	0	0
GUT_GENOME211264_346	206	3382	0	0
GUT_GENOME211264_458	185	2871	0	0
GUT_GENOME211264_699	248	2105	0	0
GUT_GENOME211264_149	445	5196	0	0
GUT_GENOME211264_291	249	3749	0	0
GUT_GENOME211264_204	1178	4499	0	0
GUT_GENOME211264_123	212	5663	0	0
GUT_GENOME258044_4	97172	138539	626	590
GUT_GENOME258044_17	15646	25612	103	90
GUT_GENOME000192_3	224037	533644	2193	2174
GUT_GENOME000192_4	222607	478658	1951	1935
GUT_GENOME211264_422	0	3059	0	0
GUT_GENOME211264_66	765	7352	0	0
GUT_GENOME211264_323	798	3522	0	0
GUT_GENOME211264_198	266	4593	0	0
GUT_GENOME211264_538	470	2600	0	0
GUT_GENOME211264_34	1900	9626	0	0
GUT_GENOME211264_536	0	2616	0	0
GUT_GENOME211264_10	527	13405	0	0
GUT_GENOME211264_216	806	4354	0	0
GUT_GENOME211264_287	284	3790	0	0
GUT_GENOME211264_193	438	4678	0	0
GUT_GENOME211264_328	1743	3494	0	0
GUT_GENOME211264_544	605	2586	0	0
GUT_GENOME211264_649	413	2277	0	0
GUT_GENOME211264_540	1484	2595	0	0
GUT_GENOME211264_583	261	2469	0	0
GUT_GENOME211264_412	193	3105	0	0
GUT_GENOME211264_42	684	8565	0	0
GUT_GENOME211264_101	495	6230	0	0
GUT_GENOME147598_1	5081990	5306618	440	271
GUT_GENOME000192_1	452977	1084885	4316	4250
GUT_GENOME258044_3	124175	144198	749	685
GUT_GENOME211264_550	92	2570	0	0
GUT_GENOME211264_180	286	4817	0	0
GUT_GENOME143723_2	39475	50061	19	14
GUT_GENOME211264_80	416	6861	0	0
GUT_GENOME211264_448	489	2909	0	0
GUT_GENOME211264_155	272	5141	0	0
GUT_GENOME211264_175	727	4875	0	0
GUT_GENOME211264_91	0	6414	0	0
GUT_GENOME211264_472	434	2826	0	0
GUT_GENOME211264_170	0	4946	0	0
GUT_GENOME211264_205	223	4486	0	0
GUT_GENOME211264_298	0	3679	0	0
GUT_GENOME211264_112	221	5867	0	0
GUT_GENOME211264_108	207	5935	0	0
GUT_GENOME211264_19	222	10680	0	0
GUT_GENOME211264_551	214	2565	0	0
GUT_GENOME211264_389	422	3187	0	0
GUT_GENOME211264_179	252	4819	0	0
GUT_GENOME145698_15	3490	108467	0	0
GUT_GENOME000192_12	15654	43922	166	166
GUT_GENOME000192_16	2831	6942	30	29
GUT_GENOME211264_541	1071	2593	0	0
GUT_GENOME211264_552	323	2564	0	0
GUT_GENOME145698_32	3128	10782	0	0
GUT_GENOME211264_17	1582	11244	0	0
GUT_GENOME211264_245	902	4095	0	0
GUT_GENOME211264_100	763	6258	1	1
GUT_GENOME211264_223	1419	4269	3	3
GUT_GENOME211264_708	0	2078	0	0
GUT_GENOME211264_133	1072	5478	0	0
GUT_GENOME211264_368	429	3274	0	0
GUT_GENOME211264_337	816	3432	0	0
GUT_GENOME211264_35	0	9613	0	0
GUT_GENOME211264_88	918	6577	0	0
GUT_GENOME143723_16	5833	5833	2	0
GUT_GENOME211264_485	338	2782	4	4
GUT_GENOME000192_8	102623	231598	988	988
GUT_GENOME211264_255	203	4006	0	0
GUT_GENOME211264_667	617	2240	0	0
GUT_GENOME211264_563	235	2522	0	0
GUT_GENOME211264_493	274	2756	0	0
GUT_GENOME145698_19	5851	88959	0	0
GUT_GENOME211264_344	404	3384	0	0
GUT_GENOME211264_77	945	6918	0	0
GUT_GENOME211264_36	889	9570	0	0
GUT_GENOME211264_658	410	2260	0	0
GUT_GENOME211264_525	252	2653	0	0
GUT_GENOME145698_31	1719	12927	0	0
GUT_GENOME211264_244	664	4107	0	0
GUT_GENOME211264_253	432	4029	1	1
GUT_GENOME211264_467	311	2834	0	0
GUT_GENOME211264_695	196	2133	0	0
GUT_GENOME211264_631	527	2332	0	0
GUT_GENOME145698_27	1272	34353	0	0
GUT_GENOME211264_128	210	5532	0	0
GUT_GENOME211264_210	299	4443	0	0
GUT_GENOME211264_387	183	3190	0	0
GUT_GENOME258044_11	46308	51158	310	287
GUT_GENOME143232_8	0	300218	0	0
GUT_GENOME258044_14	29484	29854	167	160
GUT_GENOME145698_11	8057	162676	3	3
GUT_GENOME211264_499	595	2732	0	0
GUT_GENOME145698_18	5608	98293	0	0
GUT_GENOME145698_8	13036	251837	0	0
GUT_GENOME211264_619	312	2377	0	0
GUT_GENOME211264_151	198	5185	0	0
GUT_GENOME211264_238	329	4137	0	0
GUT_GENOME211264_37	487	9306	0	0
GUT_GENOME145698_30	255	19177	0	0
GUT_GENOME145698_10	5210	165533	1	1
GUT_GENOME211264_465	1590	2856	2	2
GUT_GENOME000192_15	274	12177	4	4
GUT_GENOME211264_410	305	3109	1	1
GUT_GENOME211264_713	529	2065	0	0
GUT_GENOME211264_212	267	4383	0	0
GUT_GENOME211264_227	364	4211	4	4
GUT_GENOME211264_95	263	6280	0	0
GUT_GENOME211264_50	1957	8115	0	0
GUT_GENOME258044_6	83447	118817	606	551
