scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME096206_10	28340	59877	21	14
GUT_GENOME096206_31	268	647	1	1
GUT_GENOME096206_13	9577	27972	4	3
GUT_GENOME096206_14	10430	14646	15	12
GUT_GENOME096206_8	105155	140838	54	32
GUT_GENOME096206_19	268	1316	1	1
GUT_GENOME096206_11	43713	51051	43	32
GUT_GENOME096206_9	46212	85416	37	13
GUT_GENOME096206_16	4712	6669	5	3
GUT_GENOME096206_7	189640	226850	122	80
GUT_GENOME096206_2	401186	505769	208	145
GUT_GENOME096206_6	240639	266760	117	92
GUT_GENOME096206_3	407287	464010	292	217
GUT_GENOME096206_5	274212	284554	115	87
GUT_GENOME096206_1	500615	609792	282	205
GUT_GENOME096206_4	401927	412740	236	192
