scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME096206_13	9571	27972	6	4
GUT_GENOME096206_31	238	647	4	4
GUT_GENOME096206_19	201	1316	1	1
GUT_GENOME096206_10	28306	59877	30	22
GUT_GENOME096206_11	43444	51051	39	25
GUT_GENOME096206_7	189352	226850	114	72
GUT_GENOME096206_9	46093	85416	34	16
GUT_GENOME096206_16	4679	6669	9	5
GUT_GENOME096206_14	10408	14646	9	7
GUT_GENOME096206_8	105055	140838	48	27
GUT_GENOME096206_5	274041	284554	98	67
GUT_GENOME096206_2	400977	505769	197	133
GUT_GENOME096206_6	240716	266760	104	69
GUT_GENOME096206_1	500332	609792	229	140
GUT_GENOME096206_4	401586	412740	208	137
GUT_GENOME096206_3	406817	464010	328	227
