scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME113322_32	5959	27991	54	54
GUT_GENOME113322_33	4119	22781	50	50
GUT_GENOME167947_70	5394	12428	14	8
GUT_GENOME167947_94	6737	7430	3	1
GUT_GENOME113322_27	1789	39917	13	13
GUT_GENOME147598_2	113	13841	0	0
GUT_GENOME115272_5	54682	195239	383	377
GUT_GENOME167947_101	6080	6156	0	0
GUT_GENOME147598_4	10024	113639	41	41
GUT_GENOME113322_42	232	4732	0	0
GUT_GENOME167947_110	4123	4586	19	13
GUT_GENOME113322_5	18405	92069	98	98
GUT_GENOME167947_73	12136	12199	1	1
GUT_GENOME113322_37	2134	17629	17	17
GUT_GENOME167947_89	3717	8192	6	1
GUT_GENOME113322_30	7141	37712	70	69
GUT_GENOME113322_6	12067	91107	105	105
GUT_GENOME113322_22	5098	44366	38	38
GUT_GENOME167947_65	11653	13149	31	12
GUT_GENOME167947_81	10250	10252	1	0
GUT_GENOME167947_71	12345	12390	3	1
GUT_GENOME167947_66	12800	13104	9	7
GUT_GENOME167947_12	58459	76797	105	88
GUT_GENOME115272_12	23878	80061	160	157
GUT_GENOME113322_13	2621	57013	26	26
GUT_GENOME115272_7	15284	122753	107	107
GUT_GENOME167947_96	6502	7075	5	3
GUT_GENOME115272_6	58046	190909	468	461
GUT_GENOME167947_77	11355	11364	7	1
GUT_GENOME167947_30	27864	28103	19	15
GUT_GENOME167947_11	71082	77012	69	52
GUT_GENOME167947_14	48809	61279	17	6
GUT_GENOME167947_53	17544	18777	15	12
GUT_GENOME167947_18	39896	58436	41	24
GUT_GENOME167947_56	16991	17860	24	13
GUT_GENOME167947_1	162607	176308	211	143
GUT_GENOME167947_90	7779	7966	3	3
GUT_GENOME167947_62	9407	14274	9	3
GUT_GENOME167947_93	7009	7533	7	6
GUT_GENOME167947_69	12460	12619	6	2
GUT_GENOME113322_29	4695	38986	41	41
GUT_GENOME167947_75	11984	12070	3	1
GUT_GENOME113322_14	11636	55283	102	102
GUT_GENOME113322_35	260	19365	1	1
GUT_GENOME167947_10	72828	83740	80	62
GUT_GENOME113322_7	10961	81081	111	111
GUT_GENOME167947_35	24717	25570	26	15
GUT_GENOME167947_113	2779	2826	1	0
GUT_GENOME113322_10	7964	65167	75	73
GUT_GENOME113322_21	10406	47945	89	74
GUT_GENOME167947_105	5696	5877	7	3
GUT_GENOME167947_79	10692	10784	2	1
GUT_GENOME147598_3	3989	50051	12	12
GUT_GENOME167947_108	5018	5141	9	7
GUT_GENOME167947_114	2694	2730	5	4
GUT_GENOME167947_42	22978	23337	9	9
GUT_GENOME113322_2	28072	257254	275	269
GUT_GENOME115272_4	73928	313939	546	535
GUT_GENOME167947_5	121842	126298	91	41
GUT_GENOME167947_2	94612	142769	132	93
GUT_GENOME115272_1	154512	431465	1135	1076
GUT_GENOME143211_1	2173816	2762447	9910	9611
