scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME096206_16	4565	6669	14	11
GUT_GENOME258044_15	19658	29283	36	27
GUT_GENOME258044_16	26045	26180	18	10
GUT_GENOME258044_5	92319	129040	131	87
GUT_GENOME258044_14	29483	29854	7	1
GUT_GENOME096206_31	0	647	0	0
GUT_GENOME258044_23	5648	7058	22	16
GUT_GENOME258044_20	15098	15809	14	9
GUT_GENOME096206_9	45710	85416	215	207
GUT_GENOME258044_11	46301	51158	56	41
GUT_GENOME096206_1	497492	609792	2049	1974
GUT_GENOME258044_6	84099	118817	208	155
GUT_GENOME096206_5	272168	284554	1080	1037
GUT_GENOME096206_7	187432	226850	763	738
GUT_GENOME258044_1	327574	329668	75	48
GUT_GENOME096206_4	397533	412740	1694	1655
GUT_GENOME096206_14	10235	14646	35	35
GUT_GENOME258044_17	15717	25612	58	22
GUT_GENOME258044_19	11551	22595	14	12
GUT_GENOME258044_18	11332	24602	20	9
GUT_GENOME096206_10	28100	59877	143	134
GUT_GENOME258044_13	34275	34948	36	25
GUT_GENOME258044_21	2439	11155	29	27
GUT_GENOME258044_12	42294	46091	69	50
GUT_GENOME258044_22	9714	10035	8	5
GUT_GENOME096206_6	239434	266760	1022	1002
GUT_GENOME258044_4	97527	138539	150	105
GUT_GENOME096206_2	398133	505769	1588	1546
GUT_GENOME258044_9	54763	60208	8	5
GUT_GENOME258044_7	98411	113133	99	83
GUT_GENOME096206_13	9397	27972	46	44
GUT_GENOME096206_8	104641	140838	439	431
GUT_GENOME258044_10	54674	58936	55	40
GUT_GENOME258044_8	62249	62614	17	13
GUT_GENOME096206_11	42735	51051	191	189
GUT_GENOME258044_2	259536	272117	122	91
GUT_GENOME258044_3	124367	144198	173	111
GUT_GENOME096206_3	402916	464010	1923	1849
