scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME113322_38	337	16790	17	17
GUT_GENOME143232_76	567	571	1	0
GUT_GENOME143232_84	0	444	0	0
GUT_GENOME141586_4	8958	26801	18	7
GUT_GENOME143232_24	93527	94080	158	147
GUT_GENOME143232_105	256	257	1	0
GUT_GENOME113322_17	1622	51677	22	22
GUT_GENOME115272_9	10670	98341	104	95
GUT_GENOME143232_33	35485	46817	75	64
GUT_GENOME115272_14	11723	66658	84	84
GUT_GENOME001255_14	7672	145501	30	29
GUT_GENOME113322_16	3697	54309	49	49
GUT_GENOME115272_11	23982	85582	164	155
GUT_GENOME113322_11	14639	62986	129	127
GUT_GENOME143232_30	49755	57920	91	88
GUT_GENOME143232_64	278	1069	0	0
GUT_GENOME143232_114	225	245	0	0
GUT_GENOME143232_51	2770	2800	5	5
GUT_GENOME113322_37	2309	17629	22	22
GUT_GENOME143232_122	241	245	2	1
GUT_GENOME113322_1	42927	353936	378	374
GUT_GENOME140713_19	6259	99763	6	4
GUT_GENOME143232_13	148107	203080	193	191
GUT_GENOME143232_83	458	458	2	0
GUT_GENOME001255_13	3574	158267	4	4
GUT_GENOME113322_21	10524	47945	66	54
GUT_GENOME113322_22	5726	44366	67	65
GUT_GENOME140713_5	60114	404527	88	51
GUT_GENOME115272_7	16923	122753	159	157
GUT_GENOME113322_9	22497	76345	186	181
GUT_GENOME143232_39	19749	20510	45	43
GUT_GENOME143232_21	136225	154259	205	194
GUT_GENOME140713_6	32889	70999	61	52
GUT_GENOME143232_78	532	533	1	0
GUT_GENOME143232_66	844	847	3	0
GUT_GENOME001255_5	40080	618669	128	126
GUT_GENOME115272_12	25757	80061	205	204
GUT_GENOME143232_25	49935	86996	93	74
GUT_GENOME001255_2	88103	788589	285	256
GUT_GENOME143232_5	354471	358448	524	514
GUT_GENOME143232_85	391	406	0	0
GUT_GENOME113322_13	3212	57013	27	27
GUT_GENOME143232_50	2795	2850	2	2
GUT_GENOME143232_35	14495	41326	38	35
GUT_GENOME001255_22	3505	5188	4	1
GUT_GENOME143232_34	40647	46783	88	81
GUT_GENOME113322_27	1783	39917	19	19
GUT_GENOME143232_106	254	254	4	0
GUT_GENOME143232_87	387	387	2	0
GUT_GENOME113322_39	1193	9206	11	11
GUT_GENOME143232_46	4082	4082	5	3
GUT_GENOME143232_16	106368	184505	185	163
GUT_GENOME113322_42	228	4732	6	6
GUT_GENOME140713_15	3472	66920	18	13
GUT_GENOME143232_38	27465	27574	46	40
GUT_GENOME140713_2	8542	123450	98	96
GUT_GENOME113322_15	11534	55199	130	129
GUT_GENOME113322_26	10581	40975	114	114
GUT_GENOME143232_36	35843	36012	49	44
GUT_GENOME113322_12	8504	57854	78	78
GUT_GENOME143232_41	15303	15580	25	21
GUT_GENOME143232_81	343	466	3	0
GUT_GENOME113322_31	4304	32696	32	32
GUT_GENOME001255_9	43608	327318	65	64
GUT_GENOME115272_8	32401	108480	216	211
GUT_GENOME143232_3	356772	381040	618	577
GUT_GENOME143232_57	1732	1742	3	3
GUT_GENOME140713_8	10559	284549	8	8
GUT_GENOME143232_7	262985	329387	449	435
GUT_GENOME143232_70	731	731	4	0
GUT_GENOME143232_31	56989	57238	85	84
GUT_GENOME140713_12	668	3631	0	0
GUT_GENOME143232_75	545	577	1	1
GUT_GENOME140713_17	254	1612	0	0
GUT_GENOME143232_65	879	990	7	1
GUT_GENOME143232_67	672	833	4	2
GUT_GENOME001255_8	7422	383388	30	30
GUT_GENOME115272_15	13156	65410	119	115
GUT_GENOME113322_7	12233	81081	117	116
GUT_GENOME140713_20	3244	78202	13	8
GUT_GENOME113322_20	7225	49595	64	61
GUT_GENOME140713_9	3378	38454	0	0
GUT_GENOME001255_6	30730	486869	126	99
GUT_GENOME140713_11	4468	27713	0	0
GUT_GENOME143232_91	290	337	0	0
GUT_GENOME143232_86	285	393	5	1
GUT_GENOME143232_115	224	245	1	1
GUT_GENOME143232_52	2535	2546	20	15
GUT_GENOME113322_29	4950	38986	35	35
GUT_GENOME115272_17	8238	54936	56	55
GUT_GENOME143232_6	331713	352314	489	476
GUT_GENOME113322_36	6515	18619	59	59
GUT_GENOME113322_3	34748	185327	323	318
GUT_GENOME143232_2	474019	513320	825	800
GUT_GENOME143232_120	181	245	0	0
GUT_GENOME113322_34	2510	21050	28	28
GUT_GENOME113322_18	6824	51068	48	47
GUT_GENOME115272_5	58575	195239	431	423
GUT_GENOME113322_14	12531	55283	115	114
GUT_GENOME143232_28	41090	64650	80	75
GUT_GENOME113322_19	21077	50179	169	169
GUT_GENOME115272_2	97319	362532	616	601
GUT_GENOME143232_18	166086	181817	235	225
GUT_GENOME143232_14	192163	200138	257	257
GUT_GENOME143232_10	217450	268946	350	315
GUT_GENOME141586_1	2431479	2817790	1317	875
GUT_GENOME143211_1	2203129	2762447	10198	9811
GUT_GENOME143232_119	0	245	0	0
GUT_GENOME143232_103	281	281	1	0
GUT_GENOME113322_25	5779	41625	76	67
GUT_GENOME140713_18	2588	66672	3	1
GUT_GENOME143232_121	244	245	1	0
GUT_GENOME143232_47	3879	3881	5	5
GUT_GENOME001255_12	2360	189737	5	5
GUT_GENOME140713_16	186	2735	0	0
GUT_GENOME143232_9	209041	283379	311	300
GUT_GENOME143232_98	310	313	2	0
GUT_GENOME143232_104	268	268	5	0
GUT_GENOME143232_74	578	578	1	0
GUT_GENOME001255_10	563	278505	11	11
GUT_GENOME141586_3	3124	88119	9	6
GUT_GENOME143232_42	15311	15524	27	20
GUT_GENOME113322_24	8729	41887	86	86
GUT_GENOME115272_10	33163	90593	195	185
GUT_GENOME140713_21	281	509	0	0
GUT_GENOME143232_72	634	638	0	0
GUT_GENOME143232_48	3565	3567	9	6
GUT_GENOME113322_4	9267	103327	76	71
GUT_GENOME143232_40	20095	20208	33	28
GUT_GENOME143232_69	262	829	0	0
GUT_GENOME143232_90	355	355	4	0
GUT_GENOME140713_4	31415	548278	93	82
GUT_GENOME113322_8	13415	78945	146	145
GUT_GENOME143232_27	31496	66570	75	73
GUT_GENOME115272_13	34862	72250	258	256
GUT_GENOME115272_4	78668	313939	523	513
GUT_GENOME001255_11	5796	206307	19	19
GUT_GENOME115272_18	9783	35835	80	80
GUT_GENOME113322_33	4622	22781	48	48
GUT_GENOME113322_30	7594	37712	63	62
GUT_GENOME143232_71	694	694	4	0
GUT_GENOME001255_4	32922	679050	133	130
GUT_GENOME143232_68	710	829	0	0
GUT_GENOME001255_15	68237	74843	99	98
GUT_GENOME113322_28	2163	39229	20	20
GUT_GENOME143232_26	65658	85641	108	97
GUT_GENOME115272_16	20176	63625	157	155
GUT_GENOME141586_2	35516	201446	104	70
GUT_GENOME143232_82	465	466	0	0
GUT_GENOME143232_73	566	587	2	0
GUT_GENOME143232_107	254	254	1	0
GUT_GENOME143232_58	1615	1617	5	2
GUT_GENOME140713_7	2839	65288	5	5
GUT_GENOME143232_55	2022	2024	14	2
GUT_GENOME115272_6	61269	190909	492	479
GUT_GENOME140713_10	10996	157943	1	0
GUT_GENOME143232_54	2379	2382	2	1
GUT_GENOME143232_95	300	323	1	1
GUT_GENOME113322_35	426	19365	2	2
GUT_GENOME113322_32	7221	27991	62	62
GUT_GENOME143232_37	29058	31579	55	53
GUT_GENOME140713_13	5129	76031	6	2
GUT_GENOME113322_23	1007	44224	10	10
GUT_GENOME143232_89	370	370	0	0
GUT_GENOME001255_1	16470	824935	81	81
GUT_GENOME143232_29	59297	59474	75	74
GUT_GENOME113322_6	13013	91107	98	98
GUT_GENOME001255_3	25992	740893	110	110
GUT_GENOME113322_5	19630	92069	129	129
GUT_GENOME001255_7	20004	432362	76	74
GUT_GENOME113322_2	31463	257254	279	278
GUT_GENOME143232_17	155567	184146	233	231
GUT_GENOME143232_20	140857	154327	234	230
GUT_GENOME115272_3	66702	321064	489	484
