scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GUT_GENOME096485_23	914	919	0	0
GUT_GENOME096485_8	284206	284209	2	0
GUT_GENOME096485_10	216720	217430	0	0
GUT_GENOME096485_9	275076	275112	3	0
GUT_GENOME096557_8	76293	2076040	0	0
GUT_GENOME096485_7	322028	322508	1	1
GUT_GENOME096485_22	1333	1365	3	0
GUT_GENOME096485_20	1555	1565	0	0
GUT_GENOME096485_11	125556	125561	0	0
GUT_GENOME096485_13	30636	30638	3	0
GUT_GENOME096485_16	1754	1773	0	0
GUT_GENOME122227_5	17515	20580	0	0
GUT_GENOME096485_14	4296	4323	0	0
GUT_GENOME096485_4	621850	625355	2	0
GUT_GENOME096485_28	534	547	0	0
GUT_GENOME096485_24	857	869	0	0
GUT_GENOME096557_9	3347	2288933	0	0
GUT_GENOME060651_11	43039	43293	0	0
GUT_GENOME096485_26	564	573	0	0
GUT_GENOME096485_18	1591	1642	0	0
GUT_GENOME122227_1	36735	36810	0	0
GUT_GENOME096485_29	547	547	3	0
GUT_GENOME096485_17	1711	1745	1	0
GUT_GENOME096485_21	1479	1485	0	0
GUT_GENOME096485_25	830	840	0	0
GUT_GENOME060651_95	13383	14162	0	0
GUT_GENOME096485_27	546	562	0	0
GUT_GENOME096485_19	1614	1617	0	0
GUT_GENOME096485_15	1762	1788	0	0
