scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	3379	2457471	61	56
GCF_016902345.1_ASM1690234v1_genomic	2371	379585	87	72
GCF_000154285.1_ASM15428v1_genomic	2810	713736	95	42
GCF_000742135.1_ASM74213v1_genomic	271103	5529453	6475	2387
GCF_002234575.2_ASM223457v2_genomic	10579	6570176	238	151
GCF_000020225.1_ASM2022v1_genomic	171	2664102	0	0
GCF_003641185.1_ASM364118v1_genomic	25288	3671373	492	128
GCF_025151215.1_ASM2515121v1_genomic	3638150	4377447	12359	12121
GCF_029023785.1_ASM2902378v1_genomic	2368195	2672229	4924	4249
GCF_025147485.1_ASM2514748v1_genomic	3915303	4629452	2409	1662
GCF_000160055.1_ASM16005v1_genomic	501067	1895960	9106	8617
