scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	2888	496393	101	47
GCF_028539415.1_ASM2853941v1_genomic	60	293676	1	0
GCF_000154285.1_ASM15428v1_genomic	11443	1757187	377	246
GCF_025147485.1_ASM2514748v1_genomic	10579	4629452	197	193
GCF_000742135.1_ASM74213v1_genomic	280481	5529453	4444	802
GCF_000020225.1_ASM2022v1_genomic	2495786	2664102	4532	4455
GCF_002234575.2_ASM223457v2_genomic	14432	6570176	489	248
GCF_003641185.1_ASM364118v1_genomic	25339	3671373	505	116
GCF_025151215.1_ASM2515121v1_genomic	1682636	4377447	8769	8696
GCF_029023785.1_ASM2902378v1_genomic	2321047	2672229	10100	9000
GCF_000160055.1_ASM16005v1_genomic	1579925	1895960	1212	831
