# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./refs_99/GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0.fna ./refs_99/GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0.fna ./refs_99/GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24.fna ./refs_99/GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99.fna ./refs_99/GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5.fna ./refs_99/GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86.fna ./refs_99/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna ./refs_99/GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0.fna ./refs_99/GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0.fna ./refs_99/GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06.fna --tran-genome ./refs_99/GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86.fna -d 50 -b 10000 -n 5 -o ./sim_99/sim_d50_ref_GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86 --prefix sim_d50_ref_GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86
genome,propA,propB,distance
GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0,0.28125741870757714,0.0,10051
GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0,0.0,0.0,10017
GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24,0.04643883105814257,0.48190061993387096,9990
GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99,0.4733672510196482,0.0,9932
GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5,0.11191737924772957,0.1263063335381992,10086
GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86,0.08573723636121926,0.08021624105652675,50
GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73,0.0,0.0,10101
GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0,0.0,0.0,10100
GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0,0.001281883605683143,0.0,10118
GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06,0.0,0.31157680547140315,10172
