# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./refs_99/GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0.fna ./refs_99/GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0.fna ./refs_99/GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24.fna ./refs_99/GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99.fna ./refs_99/GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5.fna ./refs_99/GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86.fna ./refs_99/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna ./refs_99/GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0.fna ./refs_99/GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0.fna ./refs_99/GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06.fna --tran-genome ./refs_99/GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24.fna -d 5 -b 10000 -n 5 -o ./sim_99/sim_d5_ref_GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24 --prefix sim_d5_ref_GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24
genome,propA,propB,distance
GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0,0.0,0.0,9903
GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0,0.006405740974852594,0.0,10100
GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24,0.18507620253554918,0.05139994782146001,5
GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99,0.7301714680020416,0.23855355913264095,9963
GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5,0.0596878090335593,0.09353328454483413,10172
GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86,0.0075100798619199115,0.001600511183612706,9719
GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73,0.0,0.11870965973660672,9975
GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0,0.011148699592077402,0.3559165691775171,10063
GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0,0.0,0.14028646840332845,9992
GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06,0.0,0.0,10091
