scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_000154285.1_ASM15428v1_genomic	1776722	2179988	7221	7014
GCF_016902345.1_ASM1690234v1_genomic	2665	570946	101	62
GCF_028539415.1_ASM2853941v1_genomic	60	5489	3	1
GCF_025147485.1_ASM2514748v1_genomic	3328	4629452	94	66
GCF_000742135.1_ASM74213v1_genomic	271666	5529453	6503	2405
GCF_000160055.1_ASM16005v1_genomic	7567	1895960	341	91
GCF_002234575.2_ASM223457v2_genomic	17267	6570176	673	320
GCF_000020225.1_ASM2022v1_genomic	2497595	2664102	4574	4499
GCF_003641185.1_ASM364118v1_genomic	3134309	3671373	6491	6034
GCF_029023785.1_ASM2902378v1_genomic	2312990	2672229	9888	8636
GCF_025151215.1_ASM2515121v1_genomic	11032	4377447	261	214
