scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	2290	496393	65	41
GCF_028539415.1_ASM2853941v1_genomic	7500	4344902	320	308
GCF_000154285.1_ASM15428v1_genomic	10723	1757187	320	202
GCF_025151215.1_ASM2515121v1_genomic	833	4377447	36	31
GCF_000742135.1_ASM74213v1_genomic	271083	5529453	6477	2387
GCF_002234575.2_ASM223457v2_genomic	12137	6570176	321	187
GCF_003641185.1_ASM364118v1_genomic	21600	3671373	534	97
GCF_000160055.1_ASM16005v1_genomic	7576	1895960	233	22
GCF_025147485.1_ASM2514748v1_genomic	4737	4629452	172	172
GCF_000020225.1_ASM2022v1_genomic	2494106	2664102	535	463
GCF_029023785.1_ASM2902378v1_genomic	2324599	2672229	10408	9303
