scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	5040	2729776	28	25
GCF_000154285.1_ASM15428v1_genomic	2241	655363	62	21
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	13
GCF_000020225.1_ASM2022v1_genomic	147	2664102	2	0
GCF_029023785.1_ASM2902378v1_genomic	23478	2672229	346	25
GCF_000160055.1_ASM16005v1_genomic	7371	1895960	215	23
GCF_002234575.2_ASM223457v2_genomic	3581	6570176	119	110
GCF_000742135.1_ASM74213v1_genomic	3899307	5529453	135077	123292
GCF_003641185.1_ASM364118v1_genomic	21577	3671373	528	103
GCF_025151215.1_ASM2515121v1_genomic	50761	4377447	183	99
GCF_025147485.1_ASM2514748v1_genomic	3925180	4629452	946	628
