sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	GCF_000020225.1_ASM2022v1_genomic	NC_010655.1	2664102	2490275	93.4752	2489826	99.9820	2485568	99.8290	449	0.0180	2486017	99.8290	26366	1.0588	22108	83.8504	21911	83.1032	55	0.2086	4301	16.3127	92250	100.0000	92166	100.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483477.1	453733	392268	86.4535	392229	99.9901	391376	99.7825	39	0.0099	391415	99.7825	3672	0.9361	2819	76.7702	2791	76.0076	11	0.2996	858	23.3660	30669	100.0000	30880	100.0000	0.9995
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483474.1	365126	283316	77.5940	283165	99.9467	282572	99.7906	151	0.0533	282722	99.7903	3760	1.3271	3166	84.2021	3116	82.8723	35	0.9309	600	15.9574	47855	100.0000	48636	100.0000	0.9975
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483475.1	291535	243068	83.3752	243033	99.9856	242509	99.7844	35	0.0144	242544	99.7844	2120	0.8722	1596	75.2830	1564	73.7736	22	1.0377	527	24.8585	36157	100.0000	36280	100.0000	0.9995
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483478.1	278946	243970	87.4614	243957	99.9947	243385	99.7655	13	0.0053	243398	99.7655	2575	1.0555	2003	77.7864	1990	77.2816	9	0.3495	575	22.3301	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483473.1	200149	148711	74.3001	148665	99.9691	148341	99.7821	46	0.0309	148387	99.7821	1683	1.1317	1359	80.7487	1325	78.7285	32	1.9014	327	19.4296	38939	100.0000	39152	100.0000	0.9987
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483476.1	180925	160918	88.9418	160897	99.9869	160552	99.7856	21	0.0131	160573	99.7856	2579	1.6027	2234	86.6227	2214	85.8472	8	0.3102	346	13.4161	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483460.1	107844	75485	69.9946	75463	99.9709	75299	99.7827	22	0.0291	75321	99.7827	832	1.1022	668	80.2885	655	78.7260	1	0.1202	170	20.4327	25564	100.0000	25601	100.0000	0.9996
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483470.1	84800	76383	90.0743	76381	99.9974	76225	99.7958	2	0.0026	76227	99.7958	695	0.9099	539	77.5540	537	77.2662	3	0.4317	155	22.3022	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483463.1	60196	42366	70.3801	42361	99.9882	42265	99.7734	5	0.0118	42270	99.7734	377	0.8899	281	74.5358	276	73.2095	1	0.2653	98	25.9947	16910	100.0000	16943	100.0000	0.9992
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483462.1	58373	36957	63.3118	36956	99.9973	36878	99.7889	1	0.0027	36879	99.7889	385	1.0418	307	79.7403	306	79.4805	1	0.2597	77	20.0000	18234	100.0000	16268	100.0000	0.9474
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483467.1	44434	42737	96.1809	42734	99.9930	42648	99.7988	3	0.0070	42650	99.7964	363	0.8494	276	76.0331	274	75.4821	2	0.5510	86	23.6915	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483466.1	36468	36262	99.4351	36261	99.9972	36195	99.8180	1	0.0028	36196	99.8180	226	0.6232	160	70.7965	159	70.3540	1	0.4425	66	29.2035	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483468.1	8857	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	8857	100.0000	8857	100.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483471.1	6434	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483472.1	5239	4677	89.2728	4676	99.9786	4664	99.7434	1	0.0214	4665	99.7434	17	0.3635	5	29.4118	4	23.5294	0	0.0000	12	70.5882	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483464.1	2214	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483465.1	2208	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483469.1	2091	1870	89.4309	1870	100.0000	1863	99.6257	0	0.0000	1863	99.6257	13	0.6952	6	46.1538	6	46.1538	0	0.0000	7	53.8462	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483461.1	1481	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_003641185.1_ASM364118v1_genomic	NZ_CP032757.1	3622107	3092692	85.3838	3090821	99.9395	3090778	99.9986	1871	0.0605	3092649	99.9986	51671	1.6707	51628	99.9168	50529	97.7899	432	0.8361	289	0.5593	272831	100.0000	279741	97.7647	0.9979
sampleA	sampleB	GCF_003641185.1_ASM364118v1_genomic	NZ_CP032758.1	49266	33743	68.4915	33617	99.6266	33614	99.9911	126	0.3734	33740	99.9911	306	0.9069	303	99.0196	261	85.2941	33	10.7843	5	1.6340	0	0.0000	0	0.0000	1.0000
