scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_000154285.1_ASM15428v1_genomic	2718	691831	34	6
GCF_000742135.1_ASM74213v1_genomic	4809628	5545784	3060	844
GCF_016902345.1_ASM1690234v1_genomic	612	309562	13	13
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_002234575.2_ASM223457v2_genomic	3932	6570176	133	125
GCF_003641185.1_ASM364118v1_genomic	143784	3671373	1233	969
GCF_029023785.1_ASM2902378v1_genomic	2325852	2672229	10540	9408
GCF_025147485.1_ASM2514748v1_genomic	0	4629452	0	0
GCF_000160055.1_ASM16005v1_genomic	1560877	1895960	6924	6412
GCF_028539415.1_ASM2853941v1_genomic	0	5489	0	0
GCF_025151215.1_ASM2515121v1_genomic	0	4377447	0	0
