# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./refs_99/GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0.fna ./refs_99/GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0.fna ./refs_99/GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24.fna ./refs_99/GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99.fna ./refs_99/GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5.fna ./refs_99/GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86.fna ./refs_99/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna ./refs_99/GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0.fna ./refs_99/GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0.fna ./refs_99/GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06.fna --tran-genome ./refs_99/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna -d 500 -b 10000 -n 5 -o ./sim_99/sim_d500_ref_GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73 --prefix sim_d500_ref_GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73
genome,propA,propB,distance
GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0,0.0,0.34019583367761963,10060
GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0,0.0,0.055517158151376644,10093
GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24,0.0,0.0,9968
GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99,0.016023008439904427,0.3318635497394596,10042
GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5,0.0,0.06887427975878012,10050
GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86,0.5598235850096325,0.19777833666987404,10024
GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73,0.42415340655046313,0.005770842002889926,500
GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0,0.0,0.0,9854
GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0,0.0,0.0,9996
GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06,0.0,0.0,10099
