sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000070.1	789767	683527	86.5479	683433	99.9862	682889	99.9204	94	0.0138	682983	99.9204	5009	0.7328	4465	89.1395	4423	88.3011	27	0.5390	552	11.0202	81655	100.0000	87124	93.7388	0.9922
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000066.1	483945	431722	89.2089	431668	99.9875	431287	99.9117	54	0.0125	431341	99.9117	5611	1.2997	5230	93.2098	5209	92.8355	10	0.1782	381	6.7902	31131	100.0000	30792	100.0000	0.9992
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000061.1	434621	368309	84.7426	367918	99.8938	367635	99.9231	391	0.1062	368025	99.9229	3412	0.9264	3128	91.6764	2913	85.3751	178	5.2169	291	8.5287	54065	100.0000	54121	100.0000	0.9998
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000040.1	395257	356906	90.2972	356834	99.9798	356568	99.9255	72	0.0202	356640	99.9255	3431	0.9613	3165	92.2472	3146	91.6934	7	0.2040	267	7.7820	29590	100.0000	29635	100.0000	0.9999
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000032.1	359093	257408	71.6828	257373	99.9864	257195	99.9308	35	0.0136	257230	99.9308	1959	0.7610	1781	90.9137	1771	90.4033	6	0.3063	178	9.0863	99408	100.0000	99505	100.0000	0.9996
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000071.1	288187	243658	84.5486	243634	99.9902	243462	99.9294	24	0.0098	243486	99.9294	2315	0.9501	2143	92.5702	2132	92.0950	7	0.3024	174	7.5162	31612	100.0000	30776	100.0000	0.9967
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000046.1	256319	208882	81.4930	208867	99.9928	208730	99.9344	15	0.0072	208745	99.9344	1834	0.8780	1697	92.5300	1694	92.3664	2	0.1091	137	7.4700	41762	100.0000	41760	100.0000	1.0000
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000064.1	233727	187527	80.2333	187430	99.9483	187288	99.9242	97	0.0517	187385	99.9243	2058	1.0974	1916	93.1001	1821	88.4840	92	4.4704	143	6.9485	38637	100.0000	39424	100.0000	0.9959
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000039.1	226615	187946	82.9363	187933	99.9931	187799	99.9287	13	0.0069	187812	99.9287	1611	0.8572	1477	91.6822	1467	91.0615	0	0.0000	134	8.3178	31874	100.0000	31876	100.0000	0.9999
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000074.1	214538	193307	90.1039	193283	99.9876	193148	99.9302	24	0.0124	193172	99.9302	1294	0.6694	1159	89.5672	1154	89.1808	0	0.0000	138	10.6646	16649	100.0000	13511	100.0000	0.9843
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000048.1	207399	191904	92.5289	191801	99.9463	191663	99.9281	103	0.0537	191766	99.9281	1839	0.9583	1701	92.4959	1666	90.5927	7	0.3806	155	8.4285	11198	100.0000	11194	100.0000	1.0000
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000056.1	205670	186521	90.6895	186388	99.9287	186243	99.9222	133	0.0713	186376	99.9223	1860	0.9972	1715	92.2043	1694	91.0753	6	0.3226	152	8.1720	13582	100.0000	13586	100.0000	1.0000
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000041.1	205662	178077	86.5872	178010	99.9624	177874	99.9236	67	0.0376	177941	99.9236	1572	0.8828	1436	91.3486	1401	89.1221	4	0.2545	139	8.8422	19805	100.0000	19801	100.0000	1.0000
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000038.1	197850	181364	91.6674	181348	99.9912	181223	99.9311	16	0.0088	181239	99.9311	1712	0.9440	1587	92.6986	1579	92.2313	5	0.2921	125	7.3014	11558	100.0000	11568	100.0000	0.9999
sampleA	sampleB	GCF_028539415.1_ASM2853941v1_genomic	NZ_JANSWE010000024.1	196450	145913	74.2749	145887	99.9822	145792	99.9349	26	0.0178	145818	99.9349	1124	0.7703	1029	91.5480	1019	90.6584	3	0.2669	98	8.7189	44716	100.0000	46353	100.0000	0.9892
