scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	110	161177	7	4
GCF_016902345.1_ASM1690234v1_genomic	2770	588343	101	44
GCF_000154285.1_ASM15428v1_genomic	10045	1757187	209	147
GCF_025151215.1_ASM2515121v1_genomic	1068	4377447	50	1
GCF_025147485.1_ASM2514748v1_genomic	240	4629452	11	0
GCF_003641185.1_ASM364118v1_genomic	21764	3671373	526	88
GCF_000742135.1_ASM74213v1_genomic	271103	5529453	6474	2387
GCF_029023785.1_ASM2902378v1_genomic	23935	2672229	464	27
GCF_000020225.1_ASM2022v1_genomic	2500130	2664102	435	373
GCF_000160055.1_ASM16005v1_genomic	499869	1895960	8850	8336
GCF_002234575.2_ASM223457v2_genomic	16914	6570176	642	214
