# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./refs_99/GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0.fna ./refs_99/GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0.fna ./refs_99/GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24.fna ./refs_99/GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99.fna ./refs_99/GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5.fna ./refs_99/GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86.fna ./refs_99/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna ./refs_99/GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0.fna ./refs_99/GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0.fna ./refs_99/GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06.fna --tran-genome ./refs_99/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna -d 5 -b 10000 -n 5 -o ./sim_99/sim_d5_ref_GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73 --prefix sim_d5_ref_GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73
genome,propA,propB,distance
GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0,0.0,0.029859037091890018,10018
GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0,0.0,0.0,10123
GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24,0.24558172681896634,0.28675161855410813,9910
GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99,0.0,0.0,9846
GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5,0.0,0.0,10129
GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86,0.5606355609631479,0.0,10016
GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73,0.19378271221788562,0.006243116559979414,5
GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0,0.0,0.6091287895005062,9964
GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0,0.0,0.0,10132
GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06,0.0,0.06801743829351622,9974
