scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	1453	414887	31	23
GCF_000154285.1_ASM15428v1_genomic	1056275	2179988	5276	5185
GCF_025151215.1_ASM2515121v1_genomic	120	4377447	2	2
GCF_000020225.1_ASM2022v1_genomic	171	2664102	3	1
GCF_002234575.2_ASM223457v2_genomic	8316	6570176	203	150
GCF_000742135.1_ASM74213v1_genomic	281076	5529453	5349	1037
GCF_029023785.1_ASM2902378v1_genomic	23720	2672229	340	25
GCF_028539415.1_ASM2853941v1_genomic	0	161177	0	0
GCF_003641185.1_ASM364118v1_genomic	3180291	3671373	5220	4859
GCF_000160055.1_ASM16005v1_genomic	496130	1895960	8227	7774
GCF_025147485.1_ASM2514748v1_genomic	0	4629452	0	0
