scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	983	426370	38	33
GCF_000154285.1_ASM15428v1_genomic	11298	1757187	395	303
GCF_028539415.1_ASM2853941v1_genomic	3553	2946415	158	152
GCF_000020225.1_ASM2022v1_genomic	147	2664102	2	2
GCF_002234575.2_ASM223457v2_genomic	7805	6570176	349	279
GCF_000742135.1_ASM74213v1_genomic	271569	5529453	6499	2402
GCF_025151215.1_ASM2515121v1_genomic	5788	4377447	152	136
GCF_025147485.1_ASM2514748v1_genomic	19934	4629452	676	621
GCF_029023785.1_ASM2902378v1_genomic	2357981	2672229	5012	4240
GCF_003641185.1_ASM364118v1_genomic	3014766	3671373	17653	16713
GCF_000160055.1_ASM16005v1_genomic	494372	1895960	7780	7341
