scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	14537	635399	136	41
GCF_028539415.1_ASM2853941v1_genomic	367843	6770190	442	374
GCF_000154285.1_ASM15428v1_genomic	19293	1757187	401	252
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_000742135.1_ASM74213v1_genomic	4191282	5545784	24622	12304
GCF_025147485.1_ASM2514748v1_genomic	44393	4629452	366	211
GCF_029023785.1_ASM2902378v1_genomic	2318053	2672229	9963	8829
GCF_002234575.2_ASM223457v2_genomic	4821333	6570176	55099	8692
GCF_003641185.1_ASM364118v1_genomic	3150118	3671373	4948	4519
GCF_025151215.1_ASM2515121v1_genomic	3801877	4377447	4528	4454
