scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	2535	425076	84	68
GCF_028539415.1_ASM2853941v1_genomic	71	220027	0	0
GCF_000154285.1_ASM15428v1_genomic	9398	1757187	272	197
GCF_025147485.1_ASM2514748v1_genomic	770	4629452	17	13
GCF_000742135.1_ASM74213v1_genomic	280811	5529453	4925	930
GCF_029023785.1_ASM2902378v1_genomic	23749	2672229	347	25
GCF_000020225.1_ASM2022v1_genomic	171	2664102	0	0
GCF_002234575.2_ASM223457v2_genomic	13374	6570176	385	237
GCF_025151215.1_ASM2515121v1_genomic	6727	4377447	115	106
GCF_003641185.1_ASM364118v1_genomic	143593	3671373	1245	968
GCF_000160055.1_ASM16005v1_genomic	1586430	1895960	794	523
