# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./refs_99/GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0.fna ./refs_99/GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0.fna ./refs_99/GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24.fna ./refs_99/GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99.fna ./refs_99/GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5.fna ./refs_99/GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86.fna ./refs_99/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna ./refs_99/GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0.fna ./refs_99/GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0.fna ./refs_99/GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06.fna --tran-genome ./refs_99/GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06.fna -d 50 -b 10000 -n 5 -o ./sim_99/sim_d50_ref_GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06 --prefix sim_d50_ref_GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06
genome,propA,propB,distance
GCA_948837315.1_gtdbrep_GCF_000020225.1_ani99.0,0.4106183823194608,0.15363833581263459,10008
GCF_003603955.1_gtdbrep_GCF_025147485.1_ani99.0,0.13035512835016325,0.0,9959
GCF_003627295.1_gtdbrep_GCF_003641185.1_ani98.24,0.0,0.1551146424542554,10000
GCF_009719865.1_gtdbrep_GCF_025151215.1_ani98.99,0.03256946197640504,0.004860129296993152,9994
GCF_015558345.1_gtdbrep_GCF_002234575.2_ani97.5,0.04639063289012277,0.0,9746
GCF_015559735.1_gtdbrep_GCF_028539415.1_ani98.86,0.0,0.0,9940
GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73,0.0,0.1621572522852639,9938
GCF_030067475.1_gtdbrep_GCF_000742135.1_ani99.0,0.0,0.12621322297016427,9998
GCF_900180065.1_gtdbrep_GCF_029023785.1_ani99.0,0.0,0.2375692875735022,10082
GCF_958455085.1_gtdbrep_GCF_000160055.1_ani98.06,0.3800663944638483,0.16044712960718652,50
